Gender,Age,Height,Weight,BMI,Weight Category,Recommended Supplements,Recommended Exercises,Exercise Instructions,Activity Level
Male,21,198,60,15.3,Underweight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Very active
Male,56,158,115,46.1,Obesity,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Male,56,177,63,20.1,Normal weight,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Female,52,180,46,14.2,Underweight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,18,183,54,16.1,Underweight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Female,41,164,94,34.9,Obesity,Omega-3,Strength training,Do 30 minutes of cardio daily.,Moderately active
Female,53,197,56,14.4,Underweight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Very active
Other,23,174,114,37.7,Obesity,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Female,58,185,66,19.3,Normal weight,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Other,63,157,76,30.8,Obesity,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Female,61,158,45,18,Underweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Female,48,186,98,28.3,Overweight,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Female,37,197,102,26.3,Overweight,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Other,41,194,114,30.3,Obesity,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,42,188,62,17.5,Underweight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Male,53,181,50,15.3,Underweight,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Very active
Other,38,166,89,32.3,Obesity,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Other,47,184,67,19.8,Normal weight,Omega-3,Cardio,Do 30 minutes of cardio daily.,Very active
Other,41,186,67,19.4,Normal weight,Omega-3,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Other,61,168,70,24.8,Normal weight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Very active
Male,59,193,51,13.7,Underweight,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Other,47,178,88,27.8,Overweight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Female,39,156,71,29.2,Overweight,Protein,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,45,177,70,22.3,Normal weight,Protein,Pilates,Do 30 minutes of cardio daily.,Very active
Other,24,158,80,32,Obesity,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Very active
Other,52,177,99,31.6,Obesity,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,45,155,108,45,Obesity,Vitamin D,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Female,31,178,101,31.9,Obesity,Protein,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Male,27,166,113,41,Obesity,Protein,Pilates,Do 30 minutes of cardio daily.,Very active
Female,33,165,105,38.6,Obesity,Creatine,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Female,33,172,46,15.5,Underweight,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Lightly active
Other,48,180,99,30.6,Obesity,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Female,59,152,82,35.5,Obesity,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Sedentary
Male,42,170,73,25.3,Overweight,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,30,175,70,22.9,Normal weight,Vitamin D,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Other,23,185,79,23.1,Normal weight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Other,61,191,111,30.4,Obesity,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Female,26,186,73,21.1,Normal weight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Other,62,171,78,26.7,Overweight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Male,53,191,85,23.3,Normal weight,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Very active
Male,60,161,85,32.8,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Very active
Female,37,191,67,18.4,Underweight,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Very active
Female,35,162,115,43.8,Obesity,Omega-3,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Female,60,160,47,18.4,Underweight,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Other,38,165,102,37.5,Obesity,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,21,157,76,30.8,Obesity,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Male,50,189,75,21,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Sedentary
Other,44,189,87,24.4,Normal weight,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Male,24,194,51,13.6,Underweight,Omega-3,Strength training,Do 30 minutes of cardio daily.,Lightly active
Female,23,151,45,19.7,Normal weight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Female,32,179,105,32.8,Obesity,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Female,35,179,58,18.1,Underweight,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Male,49,161,96,37,Obesity,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Female,28,159,50,19.8,Normal weight,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,37,193,54,14.5,Underweight,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Other,41,160,115,44.9,Obesity,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,32,164,74,27.5,Overweight,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Other,24,165,65,23.9,Normal weight,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Sedentary
Other,38,166,104,37.7,Obesity,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,59,175,118,38.5,Obesity,Omega-3,Strength training,Do 30 minutes of cardio daily.,Very active
Female,43,151,107,46.9,Obesity,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Female,61,199,86,21.7,Normal weight,Creatine,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Female,31,161,95,36.6,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Male,54,175,108,35.3,Obesity,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,38,172,100,33.8,Obesity,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Female,35,167,85,30.5,Obesity,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Female,22,181,76,23.2,Normal weight,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,20,198,59,15,Underweight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Female,40,187,106,30.3,Obesity,Protein,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Male,43,196,71,18.5,Normal weight,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Other,54,152,72,31.2,Obesity,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Sedentary
Male,41,187,108,30.9,Obesity,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Male,36,152,103,44.6,Obesity,Omega-3,HIIT,Do 30 minutes of cardio daily.,Sedentary
Male,42,179,102,31.8,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Lightly active
Male,38,150,46,20.4,Normal weight,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,29,179,80,25,Overweight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Other,58,194,115,30.6,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,50,181,57,17.4,Underweight,Omega-3,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Other,21,177,59,18.8,Normal weight,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Other,59,170,104,36,Obesity,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,24,195,66,17.4,Underweight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Other,39,162,107,40.8,Obesity,Omega-3,Strength training,Do 30 minutes of cardio daily.,Moderately active
Male,50,176,119,38.4,Obesity,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Male,34,185,118,34.5,Obesity,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,41,156,69,28.4,Overweight,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Female,51,171,92,31.5,Obesity,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,45,159,87,34.4,Obesity,Omega-3,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,60,188,82,23.2,Normal weight,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Other,58,164,85,31.6,Obesity,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Male,56,164,89,33.1,Obesity,Protein,Yoga,Follow a strength training regimen 3 times a week.,Very active
Female,39,153,84,35.9,Obesity,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Other,34,181,61,18.6,Normal weight,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Other,51,172,101,34.1,Obesity,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Male,23,155,46,19.1,Normal weight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Female,63,173,106,35.4,Obesity,Protein,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Male,23,169,53,18.6,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Moderately active
Other,51,186,112,32.4,Obesity,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Male,18,169,61,21.4,Normal weight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Male,27,161,94,36.3,Obesity,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Female,38,182,84,25.4,Overweight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Female,22,177,102,32.6,Obesity,Vitamin D,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Other,19,157,119,48.3,Obesity,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Very active
Male,39,150,65,28.9,Overweight,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Male,19,186,62,17.9,Underweight,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Male,27,171,99,33.9,Obesity,Protein,Cardio,Follow a strength training regimen 3 times a week.,Very active
Other,51,155,73,30.4,Obesity,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Other,33,170,68,23.5,Normal weight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Sedentary
Female,56,181,118,36,Obesity,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Female,39,184,61,18,Underweight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,29,164,62,23.1,Normal weight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,41,154,86,36.3,Obesity,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Male,64,195,89,23.4,Normal weight,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Female,57,199,61,15.4,Underweight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Male,55,197,117,30.1,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Very active
Female,27,155,58,24.1,Normal weight,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Other,52,174,93,30.7,Obesity,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Very active
Female,49,195,73,19.2,Normal weight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,24,189,48,13.4,Underweight,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Sedentary
Male,38,178,64,20.2,Normal weight,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Female,37,156,91,37.4,Obesity,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Lightly active
Male,43,189,53,14.8,Underweight,Protein,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Other,21,162,71,27.1,Overweight,Multivitamin,Yoga,Incorporate Pilates exercises into your routine.,Sedentary
Other,63,187,59,16.9,Underweight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Other,39,167,63,22.6,Normal weight,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Male,32,151,96,42.1,Obesity,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Sedentary
Male,57,157,70,28.4,Overweight,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,38,160,70,27.3,Overweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Male,32,182,70,21.1,Normal weight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Other,39,187,90,25.7,Overweight,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Very active
Other,45,197,93,24,Normal weight,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,31,176,97,31.3,Obesity,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Female,44,169,47,16.5,Underweight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Male,58,161,110,42.4,Obesity,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Other,57,192,86,23.3,Normal weight,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Sedentary
Other,45,180,63,19.4,Normal weight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Other,43,176,61,19.7,Normal weight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Very active
Female,19,181,77,23.5,Normal weight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Very active
Female,42,159,93,36.8,Obesity,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Other,20,152,100,43.3,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Other,25,194,107,28.4,Overweight,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Very active
Other,61,176,47,15.2,Underweight,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Female,50,184,93,27.5,Overweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Other,59,180,99,30.6,Obesity,Protein,Strength training,Do 30 minutes of cardio daily.,Lightly active
Other,52,164,70,26,Overweight,Omega-3,Cardio,Do 30 minutes of cardio daily.,Very active
Male,23,165,116,42.6,Obesity,Protein,HIIT,Do 30 minutes of cardio daily.,Very active
Male,56,162,96,36.6,Obesity,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Very active
Female,40,198,51,13,Underweight,Creatine,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Other,42,184,90,26.6,Overweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Moderately active
Other,60,160,90,35.2,Obesity,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Male,36,170,60,20.8,Normal weight,Protein,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,22,160,68,26.6,Overweight,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Male,28,179,105,32.8,Obesity,Multivitamin,Strength training,Do 30 minutes of cardio daily.,Very active
Male,29,197,98,25.3,Overweight,Protein,HIIT,Follow a strength training regimen 3 times a week.,Very active
Male,27,184,106,31.3,Obesity,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,25,171,45,15.4,Underweight,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Other,41,187,93,26.6,Overweight,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Other,45,180,69,21.3,Normal weight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Male,58,163,54,20.3,Normal weight,Protein,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Female,53,173,60,20,Normal weight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Female,54,199,102,25.8,Overweight,Omega-3,Strength training,Do 30 minutes of cardio daily.,Sedentary
Female,38,198,116,29.6,Overweight,Protein,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Female,25,181,73,22.3,Normal weight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,26,185,50,14.6,Underweight,Creatine,Yoga,Do 30 minutes of cardio daily.,Sedentary
Other,64,181,60,18.3,Underweight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Sedentary
Female,32,164,64,23.8,Normal weight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Male,63,192,115,31.2,Obesity,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Female,57,184,87,25.7,Overweight,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Very active
Female,35,152,70,30.3,Obesity,Protein,Cardio,Incorporate Pilates exercises into your routine.,Very active
Male,59,165,115,42.2,Obesity,Protein,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Other,37,154,77,32.5,Obesity,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Other,23,170,70,24.2,Normal weight,Protein,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Male,29,159,89,35.2,Obesity,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Sedentary
Other,19,168,107,37.9,Obesity,Omega-3,HIIT,Do 30 minutes of cardio daily.,Very active
Male,24,174,111,36.7,Obesity,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Male,33,153,96,41,Obesity,Protein,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Male,20,178,112,35.3,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,62,168,70,24.8,Normal weight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Very active
Male,20,192,119,32.3,Obesity,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,44,151,46,20.2,Normal weight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Other,60,159,58,22.9,Normal weight,Creatine,Yoga,Do 30 minutes of cardio daily.,Lightly active
Other,57,192,74,20.1,Normal weight,Creatine,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Other,55,174,93,30.7,Obesity,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Very active
Other,50,169,56,19.6,Normal weight,Omega-3,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Female,45,197,88,22.7,Normal weight,Omega-3,Cardio,Do 30 minutes of cardio daily.,Moderately active
Other,18,168,77,27.3,Overweight,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Very active
Other,25,172,57,19.3,Normal weight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Male,54,173,70,23.4,Normal weight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Other,49,160,65,25.4,Overweight,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Very active
Female,60,195,72,18.9,Normal weight,Protein,Cardio,Do 30 minutes of cardio daily.,Sedentary
Female,54,183,92,27.5,Overweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,21,177,84,26.8,Overweight,Protein,Yoga,Do 30 minutes of cardio daily.,Moderately active
Female,47,154,110,46.4,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Other,23,154,117,49.3,Obesity,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Other,63,170,67,23.2,Normal weight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Female,36,161,92,35.5,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Female,49,199,46,11.6,Underweight,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Lightly active
Other,26,153,64,27.3,Overweight,Omega-3,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Female,29,198,103,26.3,Overweight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Male,28,191,90,24.7,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Moderately active
Female,63,169,47,16.5,Underweight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Female,33,187,99,28.3,Overweight,Creatine,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,18,174,56,18.5,Normal weight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Male,62,163,84,31.6,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Other,38,160,110,43,Obesity,Omega-3,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,47,181,60,18.3,Underweight,Creatine,Strength training,Do 30 minutes of cardio daily.,Moderately active
Male,30,160,78,30.5,Obesity,Vitamin D,HIIT,Do 30 minutes of cardio daily.,Lightly active
Male,51,167,88,31.6,Obesity,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Other,21,176,50,16.1,Underweight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Female,45,167,108,38.7,Obesity,Creatine,Cardio,Do 30 minutes of cardio daily.,Sedentary
Male,55,172,66,22.3,Normal weight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,48,160,62,24.2,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,44,170,56,19.4,Normal weight,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,22,193,96,25.8,Overweight,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Female,42,154,95,40.1,Obesity,Protein,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Other,20,172,115,38.9,Obesity,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Male,50,190,92,25.5,Overweight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Female,21,174,63,20.8,Normal weight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,42,190,50,13.9,Underweight,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Female,37,159,71,28.1,Overweight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Moderately active
Other,51,171,97,33.2,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,43,168,92,32.6,Obesity,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,22,150,51,22.7,Normal weight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Female,52,156,103,42.3,Obesity,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,45,153,113,48.3,Obesity,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Male,46,150,55,24.4,Normal weight,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,26,164,59,21.9,Normal weight,Multivitamin,Strength training,Do 30 minutes of cardio daily.,Lightly active
Female,55,189,108,30.2,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Female,23,161,47,18.1,Underweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Other,36,171,113,38.6,Obesity,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Male,61,171,67,22.9,Normal weight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Very active
Male,28,199,97,24.5,Normal weight,Vitamin D,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Other,19,196,81,21.1,Normal weight,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Female,64,166,53,19.2,Normal weight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Other,61,178,59,18.6,Normal weight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Other,61,195,47,12.4,Underweight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Other,26,163,114,42.9,Obesity,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Male,38,199,61,15.4,Underweight,Vitamin D,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Other,41,169,70,24.5,Normal weight,Creatine,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Male,51,199,65,16.4,Underweight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,39,197,116,29.9,Obesity,Omega-3,HIIT,Follow a strength training regimen 3 times a week.,Very active
Male,20,182,65,19.6,Normal weight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Female,29,192,55,14.9,Underweight,Vitamin D,HIIT,Do 30 minutes of cardio daily.,Very active
Male,45,164,82,30.5,Obesity,Multivitamin,Strength training,Do 30 minutes of cardio daily.,Moderately active
Male,47,161,116,44.8,Obesity,Omega-3,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,43,189,79,22.1,Normal weight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Male,38,169,58,20.3,Normal weight,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Very active
Other,45,179,58,18.1,Underweight,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Moderately active
Other,43,187,54,15.4,Underweight,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Very active
Male,50,152,56,24.2,Normal weight,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Female,38,177,82,26.2,Overweight,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Other,52,175,78,25.5,Overweight,Creatine,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Female,51,179,85,26.5,Overweight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Sedentary
Female,58,162,54,20.6,Normal weight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Very active
Other,64,162,61,23.2,Normal weight,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Female,35,151,61,26.8,Overweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Other,28,186,111,32.1,Obesity,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Female,40,198,106,27,Overweight,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Other,39,187,45,12.9,Underweight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,34,151,56,24.6,Normal weight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Other,22,185,48,14,Underweight,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Moderately active
Other,61,175,86,28.1,Overweight,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Very active
Other,28,160,57,22.3,Normal weight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Other,47,157,48,19.5,Normal weight,Creatine,Strength training,Do 30 minutes of cardio daily.,Lightly active
Female,32,193,113,30.3,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Very active
Male,44,189,63,17.6,Underweight,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Other,52,192,46,12.5,Underweight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Lightly active
